ID,rodata,mandante,visitante,vencedor,mandante_Placar,visitante_Placar
4736,12.0,Gremio,Coritiba,Coritiba,2,3
4735,12.0,Flamengo,Botafogo-RJ,Flamengo,1,0
4737,13.0,Botafogo-RJ,Cruzeiro,-,1,1
4738,13.0,Sao Paulo,Criciuma,-,1,1
4739,13.0,Vitoria,Gremio,Vitoria,2,1
4740,13.0,Palmeiras,Bahia,-,1,1
4741,13.0,Chapecoense,Flamengo,Chapecoense,1,0
4743,13.0,Figueirense,Sport,Figueirense,3,0
4742,13.0,Coritiba,Corinthians,-,0,0
4745,13.0,Fluminense,Goias,Fluminense,2,0
4744,13.0,Internacional,Santos,Internacional,1,0
4746,13.0,Atletico-MG,Athletico-PR,Atletico-MG,3,1
4716,10.0,Chapecoense,Atletico-MG,-,1,1
4747,14.0,Criciuma,Cruzeiro,-,0,0
4748,14.0,Bahia,Goias,Bahia,1,0
4749,14.0,Fluminense,Coritiba,-,1,1
4750,14.0,Flamengo,Sport,Flamengo,1,0
4752,14.0,Athletico-PR,Botafogo-RJ,Athletico-PR,2,0
4751,14.0,Santos,Corinthians,Corinthians,0,1
4753,14.0,Internacional,Gremio,Internacional,2,0
4754,14.0,Atletico-MG,Palmeiras,Atletico-MG,2,1
4755,14.0,Chapecoense,Figueirense,Figueirense,0,1
4756,14.0,Sao Paulo,Vitoria,Sao Paulo,3,1
4757,15.0,Goias,Internacional,Internacional,0,1
4758,15.0,Corinthians,Bahia,-,1,1
4761,15.0,Gremio,Criciuma,Gremio,2,0
4759,15.0,Coritiba,Flamengo,Flamengo,0,1
4762,15.0,Cruzeiro,Santos,Cruzeiro,3,0
4760,15.0,Palmeiras,Sao Paulo,Sao Paulo,1,2
4763,15.0,Vitoria,Chapecoense,-,0,0
4764,15.0,Botafogo-RJ,Fluminense,Botafogo-RJ,2,0
4766,15.0,Figueirense,Atletico-MG,-,2,2
4765,15.0,Sport,Athletico-PR,-,1,1
4767,16.0,Sport,Palmeiras,Sport,2,1
4768,16.0,Figueirense,Botafogo-RJ,Figueirense,1,0
4769,16.0,Santos,Athletico-PR,Santos,2,0
4770,16.0,Coritiba,Vitoria,Coritiba,2,0
4771,16.0,Bahia,Criciuma,-,0,0
4772,16.0,Chapecoense,Fluminense,Chapecoense,1,0
4773,16.0,Flamengo,Atletico-MG,Flamengo,2,1
4774,16.0,Internacional,Sao Paulo,Sao Paulo,0,1
4775,16.0,Corinthians,Goias,Corinthians,5,2
4776,16.0,Cruzeiro,Gremio,Cruzeiro,1,0
4777,17.0,Atletico-MG,Internacional,Atletico-MG,1,0
4778,17.0,Botafogo-RJ,Chapecoense,Botafogo-RJ,1,0
4779,17.0,Palmeiras,Coritiba,Palmeiras,1,0
4780,17.0,Gremio,Corinthians,Gremio,2,1
4781,17.0,Criciuma,Flamengo,Flamengo,0,2
4782,17.0,Vitoria,Figueirense,Figueirense,0,1
4783,17.0,Sao Paulo,Santos,Sao Paulo,2,1
4784,17.0,Fluminense,Sport,Fluminense,4,0
4786,17.0,Athletico-PR,Bahia,-,0,0
4785,17.0,Goias,Cruzeiro,Cruzeiro,0,1
4788,18.0,Cruzeiro,Chapecoense,Cruzeiro,4,2
4787,18.0,Palmeiras,Internacional,Internacional,0,1
4791,18.0,Sport,Criciuma,Sport,2,0
4790,18.0,Coritiba,Atletico-MG,-,0,0
4793,18.0,Botafogo-RJ,Santos,Botafogo-RJ,1,0
4789,18.0,Corinthians,Fluminense,-,1,1
4792,18.0,Figueirense,Sao Paulo,-,1,1
4794,18.0,Gremio,Bahia,Gremio,1,0
4795,18.0,Goias,Athletico-PR,Goias,3,1
4796,18.0,Vitoria,Flamengo,Flamengo,1,2
4798,19.0,Flamengo,Gremio,Gremio,0,1
4797,19.0,Santos,Vitoria,Santos,3,1
4799,19.0,Chapecoense,Goias,-,0,0
4801,19.0,Criciuma,Corinthians,-,0,0
4802,19.0,Atletico-MG,Botafogo-RJ,Atletico-MG,1,0
4800,19.0,Sao Paulo,Sport,Sao Paulo,2,0
4803,19.0,Fluminense,Cruzeiro,-,3,3
4804,19.0,Bahia,Coritiba,-,0,0
4805,19.0,Athletico-PR,Palmeiras,-,1,1
4806,19.0,Internacional,Figueirense,Figueirense,2,3
4807,20.0,Gremio,Athletico-PR,Gremio,1,0
4808,20.0,Palmeiras,Criciuma,Palmeiras,1,0
4809,20.0,Figueirense,Fluminense,-,1,1
4810,20.0,Sport,Santos,Sport,3,1
4811,20.0,Coritiba,Chapecoense,Coritiba,3,0
4812,20.0,Goias,Flamengo,Goias,1,0
4813,20.0,Botafogo-RJ,Sao Paulo,Sao Paulo,2,4
4814,20.0,Vitoria,Internacional,Vitoria,2,0
4815,20.0,Corinthians,Atletico-MG,Corinthians,1,0
4816,20.0,Cruzeiro,Bahia,Cruzeiro,2,1
4817,21.0,Fluminense,Palmeiras,Fluminense,3,0
4818,21.0,Chapecoense,Sport,Chapecoense,3,1
4819,21.0,Santos,Coritiba,Santos,2,1
4820,21.0,Bahia,Figueirense,Bahia,3,0
4822,21.0,Flamengo,Corinthians,Flamengo,1,0
4821,21.0,Internacional,Botafogo-RJ,Internacional,2,0
4823,21.0,Sao Paulo,Cruzeiro,Sao Paulo,2,0
4824,21.0,Athletico-PR,Vitoria,Athletico-PR,2,0
4825,21.0,Atletico-MG,Gremio,-,0,0
4826,21.0,Criciuma,Goias,Criciuma,1,0
4827,22.0,Vitoria,Fluminense,Vitoria,3,1
4828,22.0,Cruzeiro,Athletico-PR,Cruzeiro,2,0
4829,22.0,Sport,Internacional,-,0,0
4830,22.0,Figueirense,Criciuma,-,1,1
4831,22.0,Botafogo-RJ,Bahia,Bahia,2,3
4833,22.0,Coritiba,Sao Paulo,Coritiba,3,1
4832,22.0,Palmeiras,Flamengo,-,2,2
4834,22.0,Corinthians,Chapecoense,-,1,1
4835,22.0,Goias,Atletico-MG,Atletico-MG,2,3
4836,22.0,Gremio,Santos,-,0,0
4837,23.0,Athletico-PR,Internacional,Internacional,0,1
4838,23.0,Criciuma,Botafogo-RJ,-,1,1
4839,23.0,Cruzeiro,Atletico-MG,Atletico-MG,2,3
4843,23.0,Vitoria,Bahia,Vitoria,2,1
4840,23.0,Flamengo,Fluminense,-,1,1
4842,23.0,Corinthians,Sao Paulo,Corinthians,3,2
4841,23.0,Sport,Coritiba,Sport,1,0
4845,23.0,Goias,Palmeiras,Goias,6,0
4846,23.0,Gremio,Chapecoense,Gremio,1,0
4844,23.0,Santos,Figueirense,Santos,3,1
4847,24.0,Internacional,Criciuma,Internacional,3,0
4848,24.0,Coritiba,Cruzeiro,Cruzeiro,1,2
4850,24.0,Chapecoense,Athletico-PR,Chapecoense,3,0
4849,24.0,Bahia,Sport,Bahia,1,0
4852,24.0,Figueirense,Corinthians,Figueirense,1,0
4853,24.0,Fluminense,Gremio,-,0,0
4851,24.0,Sao Paulo,Flamengo,-,2,2
4855,24.0,Botafogo-RJ,Goias,Botafogo-RJ,1,0
4854,24.0,Palmeiras,Vitoria,Palmeiras,2,0
4856,24.0,Atletico-MG,Santos,Atletico-MG,3,2
4858,25.0,Sport,Cruzeiro,-,0,0
4857,25.0,Chapecoense,Criciuma,-,1,1
4859,25.0,Sao Paulo,Fluminense,Fluminense,1,3
4862,25.0,Botafogo-RJ,Gremio,Gremio,0,2
4860,25.0,Bahia,Flamengo,Bahia,2,1
4861,25.0,Athletico-PR,Corinthians,Athletico-PR,1,0
4863,25.0,Atletico-MG,Vitoria,Atletico-MG,2,0
4866,25.0,Santos,Goias,Santos,2,0
4864,25.0,Figueirense,Palmeiras,Figueirense,3,1
4865,25.0,Internacional,Coritiba,Internacional,4,2
4867,26.0,Palmeiras,Chapecoense,Palmeiras,4,2
4868,26.0,Flamengo,Santos,Santos,0,1
4871,26.0,Vitoria,Botafogo-RJ,Vitoria,2,1
4869,26.0,Fluminense,Bahia,-,1,1
4872,26.0,Gremio,Sao Paulo,Sao Paulo,0,1
4870,26.0,Coritiba,Athletico-PR,Coritiba,1,0
4875,26.0,Criciuma,Atletico-MG,Criciuma,3,1
4873,26.0,Corinthians,Sport,Corinthians,3,0
4874,26.0,Cruzeiro,Internacional,Cruzeiro,2,1
4876,26.0,Goias,Figueirense,Goias,1,0
4879,27.0,Sao Paulo,Athletico-PR,Sao Paulo,1,0
4877,27.0,Botafogo-RJ,Palmeiras,Palmeiras,0,1
4878,27.0,Coritiba,Criciuma,Coritiba,1,0
4880,27.0,Vitoria,Goias,-,2,2
4882,27.0,Gremio,Sport,Gremio,2,0
4881,27.0,Cruzeiro,Corinthians,Corinthians,0,1
4883,27.0,Figueirense,Flamengo,Flamengo,1,2
4885,27.0,Fluminense,Atletico-MG,-,0,0
4884,27.0,Santos,Bahia,Santos,1,0
4886,27.0,Chapecoense,Internacional,Chapecoense,5,0
4696,9.0,Botafogo-RJ,Corinthians,Botafogo-RJ,1,0
4698,28.0,Goias,Coritiba,Goias,3,0
4699,28.0,Palmeiras,Gremio,Palmeiras,2,1
4700,28.0,Flamengo,Cruzeiro,Flamengo,3,0
4701,28.0,Bahia,Chapecoense,Chapecoense,0,1
4702,28.0,Internacional,Fluminense,Internacional,2,1
4703,28.0,Atletico-MG,Sao Paulo,Atletico-MG,1,0
4704,28.0,Athletico-PR,Figueirense,Athletico-PR,3,0
4706,28.0,Criciuma,Santos,Criciuma,3,0
4705,28.0,Sport,Vitoria,Vitoria,1,2
4887,29.0,Goias,Gremio,-,0,0
4888,29.0,Sao Paulo,Bahia,Sao Paulo,2,1
4889,29.0,Fluminense,Criciuma,Fluminense,4,2
4890,29.0,Atletico-MG,Chapecoense,Atletico-MG,1,0
4891,29.0,Athletico-PR,Flamengo,Athletico-PR,2,1
4892,29.0,Figueirense,Coritiba,Figueirense,4,0
4893,29.0,Internacional,Corinthians,Corinthians,1,2
4894,29.0,Palmeiras,Santos,Santos,1,3
4896,29.0,Botafogo-RJ,Sport,-,1,1
4895,29.0,Vitoria,Cruzeiro,Cruzeiro,0,1
4897,30.0,Bahia,Atletico-MG,-,1,1
4901,30.0,Cruzeiro,Palmeiras,-,1,1
4898,30.0,Corinthians,Vitoria,Corinthians,2,1
4899,30.0,Flamengo,Internacional,Flamengo,2,0
4900,30.0,Criciuma,Athletico-PR,Athletico-PR,0,1
4902,30.0,Gremio,Figueirense,Gremio,1,0
4903,30.0,Coritiba,Botafogo-RJ,Coritiba,2,0
4905,30.0,Santos,Fluminense,Fluminense,0,1
4904,30.0,Chapecoense,Sao Paulo,-,0,0
4906,30.0,Sport,Goias,Goias,0,1
4907,31.0,Figueirense,Cruzeiro,-,1,1
4909,31.0,Fluminense,Athletico-PR,Fluminense,2,1
4908,31.0,Palmeiras,Corinthians,-,1,1
4910,31.0,Vitoria,Criciuma,Vitoria,3,1
4911,31.0,Atletico-MG,Sport,Atletico-MG,3,2
4912,31.0,Chapecoense,Santos,-,1,1
4913,31.0,Coritiba,Gremio,-,1,1
4914,31.0,Internacional,Bahia,Internacional,2,0
4915,31.0,Botafogo-RJ,Flamengo,Botafogo-RJ,2,1
4916,31.0,Sao Paulo,Goias,Sao Paulo,3,0
4918,32.0,Gremio,Vitoria,Gremio,1,0
4917,32.0,Goias,Fluminense,Fluminense,0,2
4919,32.0,Corinthians,Coritiba,-,2,2
4920,32.0,Santos,Internacional,Internacional,1,2
4921,32.0,Sport,Figueirense,Sport,1,0
4922,32.0,Cruzeiro,Botafogo-RJ,Cruzeiro,2,1
4923,32.0,Criciuma,Sao Paulo,Sao Paulo,1,2
4925,32.0,Flamengo,Chapecoense,Flamengo,3,0
4924,32.0,Athletico-PR,Atletico-MG,Athletico-PR,1,0
4926,32.0,Bahia,Palmeiras,Palmeiras,0,1
4927,33.0,Coritiba,Fluminense,Coritiba,1,0
4928,33.0,Palmeiras,Atletico-MG,Atletico-MG,0,2
4929,33.0,Botafogo-RJ,Athletico-PR,Athletico-PR,0,2
4933,33.0,Sport,Flamengo,-,2,2
4930,33.0,Vitoria,Sao Paulo,Sao Paulo,1,2
4932,33.0,Figueirense,Chapecoense,Figueirense,1,0
4931,33.0,Gremio,Internacional,Gremio,4,1
4935,33.0,Cruzeiro,Criciuma,Cruzeiro,3,1
4936,33.0,Goias,Bahia,Goias,3,0
4934,33.0,Corinthians,Santos,Corinthians,1,0
4937,35.0,Sao Paulo,Internacional,-,1,1
4947,34.0,Criciuma,Gremio,Gremio,0,3
4948,34.0,Fluminense,Botafogo-RJ,Fluminense,1,0
4950,34.0,Athletico-PR,Sport,Sport,0,1
4951,34.0,Flamengo,Coritiba,Flamengo,3,2
4953,34.0,Internacional,Goias,Internacional,1,0
4952,34.0,Santos,Cruzeiro,Cruzeiro,0,1
4949,34.0,Bahia,Corinthians,Corinthians,1,2
4956,34.0,Atletico-MG,Figueirense,-,1,1
4954,34.0,Chapecoense,Vitoria,Vitoria,0,1
4955,34.0,Sao Paulo,Palmeiras,Sao Paulo,2,0
4939,35.0,Athletico-PR,Santos,-,1,1
4938,35.0,Botafogo-RJ,Figueirense,Figueirense,0,1
4940,35.0,Goias,Corinthians,Corinthians,0,1
4941,35.0,Vitoria,Coritiba,-,1,1
4942,35.0,Criciuma,Bahia,Bahia,0,1
4943,35.0,Atletico-MG,Flamengo,Atletico-MG,4,0
4944,35.0,Palmeiras,Sport,Sport,0,2
4945,35.0,Fluminense,Chapecoense,Chapecoense,1,4
4946,35.0,Gremio,Cruzeiro,Cruzeiro,1,2
4957,36.0,Internacional,Atletico-MG,Internacional,2,1
4958,36.0,Bahia,Athletico-PR,Athletico-PR,1,2
4960,36.0,Flamengo,Criciuma,-,1,1
4959,36.0,Santos,Sao Paulo,Sao Paulo,0,1
4961,36.0,Sport,Fluminense,-,2,2
4962,36.0,Cruzeiro,Goias,Cruzeiro,2,1
4963,36.0,Figueirense,Vitoria,Figueirense,2,0
4965,36.0,Chapecoense,Botafogo-RJ,Chapecoense,2,0
4964,36.0,Corinthians,Gremio,Corinthians,1,0
4966,36.0,Coritiba,Palmeiras,Coritiba,2,0
4967,37.0,Criciuma,Sport,-,2,2
4968,37.0,Internacional,Palmeiras,Internacional,3,1
4969,37.0,Flamengo,Vitoria,Flamengo,4,0
4972,37.0,Fluminense,Corinthians,Fluminense,5,2
4973,37.0,Chapecoense,Cruzeiro,-,1,1
4971,37.0,Santos,Botafogo-RJ,Santos,2,0
4970,37.0,Sao Paulo,Figueirense,-,1,1
4975,37.0,Athletico-PR,Goias,Athletico-PR,1,0
4974,37.0,Atletico-MG,Coritiba,Coritiba,1,2
4976,37.0,Bahia,Gremio,Bahia,1,0
4977,38.0,Corinthians,Criciuma,Corinthians,2,1
4978,38.0,Figueirense,Internacional,Internacional,1,2
4982,38.0,Botafogo-RJ,Atletico-MG,-,0,0
4984,38.0,Gremio,Flamengo,-,1,1
4986,38.0,Goias,Chapecoense,Goias,4,2
4980,38.0,Vitoria,Santos,Santos,0,1
4981,38.0,Sport,Sao Paulo,Sport,1,0
4979,38.0,Coritiba,Bahia,Coritiba,3,2
4983,38.0,Palmeiras,Athletico-PR,-,1,1
4985,38.0,Cruzeiro,Fluminense,Cruzeiro,2,1
4987,1.0,Chapecoense,Coritiba,Chapecoense,2,1
4988,1.0,Palmeiras,Atletico-MG,-,2,2
4989,1.0,Fluminense,Joinville,Fluminense,1,0
4990,1.0,Gremio,Ponte Preta,-,3,3
4993,1.0,Cruzeiro,Corinthians,Corinthians,0,1
4994,1.0,Sport,Figueirense,Sport,4,1
4991,1.0,Athletico-PR,Internacional,Athletico-PR,3,0
4992,1.0,Sao Paulo,Flamengo,Sao Paulo,2,1
4996,1.0,Vasco,Goias,-,0,0
4995,1.0,Avai,Santos,-,1,1
4997,2.0,Goias,Athletico-PR,Goias,2,0
4998,2.0,Coritiba,Gremio,Coritiba,2,0
4999,2.0,Corinthians,Chapecoense,Corinthians,1,0
5000,2.0,Figueirense,Vasco,-,0,0
5001,2.0,Atletico-MG,Fluminense,Atletico-MG,4,1
5002,2.0,Flamengo,Sport,-,2,2
5003,2.0,Santos,Cruzeiro,Santos,1,0
5006,2.0,Internacional,Avai,Internacional,1,0
5004,2.0,Joinville,Palmeiras,-,0,0
5005,2.0,Ponte Preta,Sao Paulo,Ponte Preta,1,0
5008,3.0,Vasco,Internacional,-,1,1
5007,3.0,Sao Paulo,Joinville,Sao Paulo,3,0
5009,3.0,Gremio,Figueirense,Gremio,1,0
5010,3.0,Palmeiras,Goias,Goias,0,1
5011,3.0,Chapecoense,Santos,Chapecoense,1,0
5012,3.0,Athletico-PR,Atletico-MG,Athletico-PR,1,0
5013,3.0,Fluminense,Corinthians,-,0,0
5014,3.0,Avai,Flamengo,Avai,2,1
5015,3.0,Cruzeiro,Ponte Preta,-,1,1
5016,3.0,Sport,Coritiba,Sport,1,0
5017,4.0,Ponte Preta,Chapecoense,Ponte Preta,3,1
5018,4.0,Coritiba,Avai,Avai,1,2
5019,4.0,Joinville,Athletico-PR,Athletico-PR,1,2
5020,4.0,Santos,Sport,-,2,2
5022,4.0,Atletico-MG,Vasco,Atletico-MG,3,0
5021,4.0,Goias,Gremio,-,1,1
5024,4.0,Internacional,Sao Paulo,-,0,0
5023,4.0,Corinthians,Palmeiras,Palmeiras,0,2
5025,4.0,Flamengo,Fluminense,Fluminense,2,3
5026,4.0,Figueirense,Cruzeiro,Figueirense,2,1
5027,5.0,Athletico-PR,Figueirense,Athletico-PR,1,0
5028,5.0,Vasco,Ponte Preta,Ponte Preta,0,3
5029,5.0,Chapecoense,Joinville,Chapecoense,2,0
5030,5.0,Sao Paulo,Santos,Sao Paulo,3,2
5033,5.0,Gremio,Corinthians,Gremio,3,1
5032,5.0,Avai,Atletico-MG,Atletico-MG,1,4
5031,5.0,Cruzeiro,Flamengo,Cruzeiro,1,0
5034,5.0,Fluminense,Coritiba,Fluminense,2,0
5035,5.0,Sport,Goias,Sport,1,0
5036,5.0,Palmeiras,Internacional,-,1,1
5038,6.0,Flamengo,Chapecoense,Flamengo,1,0
5037,6.0,Atletico-MG,Cruzeiro,Cruzeiro,1,3
5039,6.0,Santos,Ponte Preta,-,2,2
5041,6.0,Joinville,Corinthians,Corinthians,0,1
5040,6.0,Athletico-PR,Vasco,Athletico-PR,2,0
5042,6.0,Sao Paulo,Gremio,Sao Paulo,2,0
5043,6.0,Internacional,Coritiba,Internacional,2,0
5045,6.0,Goias,Avai,Avai,0,1
5046,6.0,Fluminense,Sport,-,0,0
5044,6.0,Figueirense,Palmeiras,Figueirense,2,1
5047,7.0,Atletico-MG,Santos,-,2,2
5050,7.0,Corinthians,Internacional,Corinthians,2,1
5049,7.0,Chapecoense,Sao Paulo,Sao Paulo,0,1
5048,7.0,Coritiba,Flamengo,Flamengo,0,1
5051,7.0,Sport,Joinville,Sport,2,1
5052,7.0,Vasco,Cruzeiro,Cruzeiro,1,3
5053,7.0,Ponte Preta,Goias,-,0,0
5055,7.0,Palmeiras,Fluminense,Palmeiras,2,1
5054,7.0,Avai,Figueirense,-,1,1
5056,7.0,Gremio,Athletico-PR,Gremio,2,1
5057,8.0,Figueirense,Internacional,-,0,0
5058,8.0,Sport,Vasco,Sport,2,1
5059,8.0,Flamengo,Atletico-MG,Atletico-MG,0,2
5060,8.0,Santos,Corinthians,Santos,1,0
5061,8.0,Gremio,Palmeiras,Gremio,1,0
5062,8.0,Cruzeiro,Chapecoense,Chapecoense,0,1
5063,8.0,Joinville,Goias,Joinville,2,1
5065,8.0,Sao Paulo,Avai,-,1,1
5064,8.0,Athletico-PR,Coritiba,-,2,2
5066,8.0,Fluminense,Ponte Preta,Fluminense,2,0
5067,9.0,Avai,Gremio,Gremio,1,2
5068,9.0,Chapecoense,Sport,-,1,1
5069,9.0,Corinthians,Figueirense,Corinthians,2,1
5070,9.0,Atletico-MG,Joinville,Atletico-MG,1,0
5071,9.0,Palmeiras,Sao Paulo,Palmeiras,4,0
5072,9.0,Goias,Fluminense,Fluminense,1,2
5073,9.0,Ponte Preta,Athletico-PR,Ponte Preta,2,1
5074,9.0,Coritiba,Cruzeiro,Coritiba,1,0
5075,9.0,Vasco,Flamengo,Vasco,1,0
5076,9.0,Internacional,Santos,Internacional,1,0
5077,10.0,Sport,Internacional,Sport,3,0
5078,10.0,Vasco,Avai,Vasco,1,0
5079,10.0,Palmeiras,Chapecoense,Palmeiras,2,0
5080,10.0,Atletico-MG,Coritiba,Atletico-MG,2,0
5082,10.0,Gremio,Cruzeiro,Gremio,1,0
5081,10.0,Joinville,Flamengo,Flamengo,0,1
5083,10.0,Athletico-PR,Sao Paulo,Athletico-PR,2,1
5085,10.0,Figueirense,Goias,Figueirense,3,1
5084,10.0,Corinthians,Ponte Preta,Corinthians,2,0
5086,10.0,Fluminense,Santos,Fluminense,2,1
5087,11.0,Coritiba,Joinville,-,0,0
5089,11.0,Cruzeiro,Athletico-PR,Cruzeiro,2,0
5088,11.0,Chapecoense,Vasco,Chapecoense,1,0
5090,11.0,Avai,Sport,-,2,2
5091,11.0,Goias,Corinthians,-,0,0
5093,11.0,Santos,Gremio,Gremio,1,3
5092,11.0,Sao Paulo,Fluminense,-,0,0
5094,11.0,Ponte Preta,Palmeiras,Palmeiras,0,2
5095,11.0,Flamengo,Figueirense,Figueirense,1,2
5096,11.0,Internacional,Atletico-MG,Atletico-MG,1,3
5098,12.0,Goias,Santos,Goias,4,1
5097,12.0,Chapecoense,Gremio,Chapecoense,1,0
5099,12.0,Coritiba,Ponte Preta,-,0,0
5101,12.0,Palmeiras,Avai,Palmeiras,3,0
5100,12.0,Figueirense,Joinville,Joinville,0,2
5102,12.0,Atletico-MG,Sport,Atletico-MG,2,1
5103,12.0,Internacional,Flamengo,Flamengo,1,2
5104,12.0,Vasco,Sao Paulo,Sao Paulo,0,4
5105,12.0,Corinthians,Athletico-PR,Corinthians,2,0
5106,12.0,Fluminense,Cruzeiro,Fluminense,1,0
5107,13.0,Santos,Figueirense,Santos,3,0
5108,13.0,Gremio,Vasco,Gremio,2,0
5109,13.0,Ponte Preta,Atletico-MG,Atletico-MG,0,2
5110,13.0,Sao Paulo,Coritiba,Sao Paulo,3,1
5112,13.0,Flamengo,Corinthians,Corinthians,0,3
5111,13.0,Joinville,Internacional,Internacional,0,2
5113,13.0,Athletico-PR,Fluminense,Fluminense,1,2
5114,13.0,Cruzeiro,Goias,Cruzeiro,1,0
5115,13.0,Sport,Palmeiras,-,2,2
5116,13.0,Avai,Chapecoense,Avai,2,1
5117,14.0,Internacional,Goias,Internacional,2,1
5118,14.0,Flamengo,Gremio,Flamengo,1,0
5119,14.0,Corinthians,Atletico-MG,Corinthians,1,0
5120,14.0,Athletico-PR,Chapecoense,Athletico-PR,1,0
5121,14.0,Figueirense,Coritiba,-,0,0
5123,14.0,Fluminense,Vasco,Vasco,1,2
5124,14.0,Palmeiras,Santos,Palmeiras,1,0
5122,14.0,Sport,Sao Paulo,Sport,2,0
5125,14.0,Cruzeiro,Avai,-,1,1
5126,14.0,Joinville,Ponte Preta,-,1,1
5127,15.0,Avai,Athletico-PR,Athletico-PR,1,2
5128,15.0,Gremio,Sport,-,1,1
5129,15.0,Atletico-MG,Figueirense,Atletico-MG,1,0
5131,15.0,Santos,Joinville,Santos,2,0
5130,15.0,Chapecoense,Fluminense,Chapecoense,2,1
5132,15.0,Ponte Preta,Internacional,-,0,0
5135,15.0,Goias,Flamengo,Flamengo,0,1
5133,15.0,Coritiba,Corinthians,-,1,1
5134,15.0,Sao Paulo,Cruzeiro,Sao Paulo,1,0
5136,15.0,Vasco,Palmeiras,Palmeiras,1,4
5137,16.0,Corinthians,Vasco,Corinthians,3,0
5138,16.0,Atletico-MG,Sao Paulo,Atletico-MG,3,1
5139,16.0,Fluminense,Gremio,Fluminense,1,0
5141,16.0,Palmeiras,Athletico-PR,Athletico-PR,0,1
5140,16.0,Coritiba,Goias,-,1,1
5142,16.0,Joinville,Avai,Joinville,2,0
5143,16.0,Internacional,Chapecoense,-,0,0
5144,16.0,Figueirense,Ponte Preta,Figueirense,3,1
5145,16.0,Flamengo,Santos,-,2,2
5146,16.0,Sport,Cruzeiro,-,0,0
5147,17.0,Avai,Fluminense,Avai,1,0
5148,17.0,Santos,Coritiba,Santos,3,0
5149,17.0,Athletico-PR,Sport,-,1,1
5150,17.0,Vasco,Joinville,-,0,0
5153,17.0,Ponte Preta,Flamengo,Ponte Preta,1,0
5152,17.0,Cruzeiro,Palmeiras,Cruzeiro,2,1
5154,17.0,Goias,Atletico-MG,-,0,0
5151,17.0,Sao Paulo,Corinthians,-,1,1
5155,17.0,Gremio,Internacional,Gremio,5,0
5156,17.0,Chapecoense,Figueirense,-,2,2
5158,18.0,Flamengo,Athletico-PR,Flamengo,3,2
5157,18.0,Coritiba,Palmeiras,Coritiba,2,1
5159,18.0,Santos,Vasco,Santos,1,0
5160,18.0,Goias,Chapecoense,-,0,0
5161,18.0,Figueirense,Sao Paulo,Sao Paulo,0,2
5162,18.0,Internacional,Fluminense,Internacional,1,0
5163,18.0,Corinthians,Sport,Corinthians,4,3
5164,18.0,Ponte Preta,Avai,Ponte Preta,2,0
5166,18.0,Atletico-MG,Gremio,Gremio,0,2
5165,18.0,Joinville,Cruzeiro,Joinville,3,0
5167,19.0,Vasco,Coritiba,Coritiba,0,1
5168,19.0,Athletico-PR,Santos,-,0,0
5169,19.0,Sao Paulo,Goias,Goias,0,3
5170,19.0,Palmeiras,Flamengo,Palmeiras,4,2
5172,19.0,Fluminense,Figueirense,Fluminense,2,1
5173,19.0,Cruzeiro,Internacional,-,0,0
5174,19.0,Sport,Ponte Preta,-,1,1
5171,19.0,Avai,Corinthians,Corinthians,1,2
5175,19.0,Gremio,Joinville,Gremio,2,1
5176,19.0,Chapecoense,Atletico-MG,Chapecoense,2,1
5177,20.0,Goias,Vasco,Goias,3,0
5178,20.0,Santos,Avai,Santos,5,2
5179,20.0,Figueirense,Sport,Figueirense,2,1
5180,20.0,Coritiba,Chapecoense,Coritiba,1,0
5181,20.0,Ponte Preta,Gremio,-,0,0
5182,20.0,Joinville,Fluminense,Joinville,2,1
5183,20.0,Internacional,Athletico-PR,Internacional,2,0
5184,20.0,Corinthians,Cruzeiro,Corinthians,3,0
5185,20.0,Flamengo,Sao Paulo,Flamengo,2,1
5186,20.0,Atletico-MG,Palmeiras,Atletico-MG,2,1
5187,21.0,Vasco,Figueirense,Figueirense,0,1
5188,21.0,Sao Paulo,Ponte Preta,Sao Paulo,3,0
5189,21.0,Gremio,Coritiba,-,0,0
5190,21.0,Avai,Internacional,Avai,3,0
5191,21.0,Palmeiras,Joinville,Palmeiras,3,2
5192,21.0,Fluminense,Atletico-MG,Atletico-MG,1,2
5193,21.0,Sport,Flamengo,Flamengo,0,1
5194,21.0,Chapecoense,Corinthians,Corinthians,1,3
5195,21.0,Cruzeiro,Santos,Santos,0,1
5196,21.0,Athletico-PR,Goias,Athletico-PR,3,0
5198,22.0,Ponte Preta,Cruzeiro,Cruzeiro,1,2
5199,22.0,Internacional,Vasco,Internacional,6,0
5197,22.0,Joinville,Sao Paulo,-,0,0
5201,22.0,Atletico-MG,Athletico-PR,Athletico-PR,0,1
5200,22.0,Flamengo,Avai,Flamengo,3,0
5204,22.0,Goias,Palmeiras,Goias,1,0
5203,22.0,Corinthians,Fluminense,Corinthians,2,0
5202,22.0,Coritiba,Sport,-,0,0
5205,22.0,Santos,Chapecoense,Santos,3,1
5206,22.0,Figueirense,Gremio,Gremio,0,2
5207,23.0,Sao Paulo,Internacional,Sao Paulo,2,0
5208,23.0,Vasco,Atletico-MG,Atletico-MG,1,2
5209,23.0,Athletico-PR,Joinville,-,0,0
5210,23.0,Cruzeiro,Figueirense,Cruzeiro,5,1
5211,23.0,Chapecoense,Ponte Preta,-,0,0
5212,23.0,Gremio,Goias,Gremio,2,1
